104,089,065,039,038,058,057,017,010,036,017,021,019,001,041,035,022,012,009,001,029,018,016,010,034,015,006,010,008,015,016,011,019,018,025,029,025,006,001,016,029,012,019,001,022,020,019,009,019,021,026,039,028,029,029,024
109,090,064,039,038,060,060,016,011,040,016,023,021,000,049,039,024,014,010,001,035,019,017,010,040,014,007,011,009,018,021,013,024,021,031,036,028,006,001,022,038,015,023,000,029,024,022,010,024,024,031,045,031,034,033,028
090,076,056,035,034,051,055,015,010,039,016,023,021,000,047,037,023,013,010,001,034,018,017,010,039,013,006,011,009,021,025,015,029,026,036,044,033,008,001,028,048,019,030,000,037,031,026,012,030,029,038,052,036,041,038,033
096,085,057,035,033,050,052,014,009,035,013,020,017,000,041,031,021,011,009,000,029,016,014,009,034,011,005,009,008,015,017,011,020,018,025,030,024,006,001,018,030,011,019,000,024,020,018,008,021,021,026,039,026,029,028,024
095,083,057,035,032,047,050,014,009,034,013,019,016,000,040,030,020,011,009,001,028,016,014,009,033,011,005,010,007,015,016,011,020,017,023,028,023,004,001,016,028,010,018,000,022,019,017,008,020,020,025,038,025,027,027,021
097,087,063,039,035,051,056,015,010,039,014,021,019,000,047,036,023,012,010,001,034,019,016,010,040,013,006,011,009,016,018,012,021,018,027,031,026,005,002,018,031,011,020,000,025,021,019,008,022,021,028,042,028,030,030,025
087,074,057,037,034,048,055,016,010,041,015,022,020,000,052,041,028,015,013,001,044,027,021,013,061,020,007,017,012,029,031,017,036,031,042,052,039,009,002,029,054,018,030,000,037,031,027,013,031,030,038,056,038,042,041,035
080,067,054,035,030,043,050,014,009,037,013,018,017,000,045,035,024,013,010,000,036,021,018,011,050,015,006,013,011,022,024,015,028,024,035,043,033,007,002,024,042,015,026,000,034,030,026,012,032,032,042,064,043,051,049,044
081,070,059,041,035,052,065,017,012,045,015,023,019,000,050,037,026,013,011,001,035,020,017,010,043,014,006,012,009,016,017,011,021,018,027,031,025,005,001,018,030,011,020,000,025,021,020,008,022,022,028,043,029,032,032,026
083,067,055,036,032,044,052,016,010,039,013,020,017,000,046,034,025,013,010,000,034,019,017,011,041,013,007,011,010,025,028,017,032,028,040,047,038,008,002,027,048,019,032,000,043,038,033,015,041,046,055,093,056,061,060,050
090,071,059,038,032,044,051,016,009,037,012,019,016,000,043,033,023,012,009,001,032,018,016,011,038,012,007,010,009,021,023,015,028,025,036,041,034,008,002,024,042,016,028,000,037,032,030,014,036,040,048,088,053,054,056,044
100,075,064,043,034,047,056,017,011,041,013,021,018,000,048,036,028,013,011,001,034,019,018,011,041,013,006,011,010,019,022,015,026,023,033,038,032,006,001,022,038,015,025,000,033,028,026,012,031,035,041,070,043,045,046,037
099,072,060,039,031,042,049,015,009,035,011,017,014,000,039,030,021,011,008,000,028,015,014,010,034,010,006,009,008,017,019,013,023,020,029,034,029,005,002,019,033,013,022,000,030,024,023,010,026,028,033,051,033,036,036,029
125,086,069,046,036,048,055,017,010,039,013,019,016,000,042,033,023,012,010,001,030,017,016,011,036,011,006,010,008,017,019,013,023,020,029,033,029,005,002,019,032,012,021,000,027,022,021,009,024,024,030,046,031,033,033,027
120,085,069,046,036,048,057,020,010,038,014,019,017,001,041,034,025,013,010,002,030,018,016,011,035,013,007,010,009,017,019,013,023,021,029,033,030,006,001,018,031,013,021,001,025,023,021,010,023,024,029,045,031,033,033,027
